Name,Rating,Rating_Extremeness,Helpfulness,Helpfulness_Negative,Helpfulness_Positive,Verification,Amount_of_positive_attributes,Amount_of_negative_attributes,Amount_of_neutral_attributes,Total_amount_of_attributes,Total_amount_of_valent_attributes,Date_of_Review
Georgia_Panagopoulou1554793644,5,2,9,1,10,0,6,0,1,7,6,2021-07-12
Katerina_Petrou23,5,2,2,6,8,0,7,0,1,8,7,2021-06-19
Anna_Maria_Papakanellou,3,0,4,1,5,0,2,0,6,8,2,2021-06-11
Kostas_Nikaia8576,5,2,4,1,5,0,8,0,0,8,8,2021-05-12
Antigoni_Papadopoulou8562,4,1,2,2,4,0,7,0,1,8,7,2021-04-30
teo_Saflekos,4,1,1,3,4,0,5,0,3,8,5,2021-04-26
theochr3,5,2,5,1,6,0,8,0,0,8,8,2021-04-19
opelcorsa,5,2,4,0,4,0,8,0,0,8,8,2021-04-02
njoy,5,2,7,0,7,0,7,0,1,8,7,2021-03-17
plouton,5,2,5,0,5,0,7,0,1,8,7,2021-03-13
michalis_Kallivretakis,5,2,9,0,9,0,7,0,1,8,7,2021-03-10
xristina2300,3,0,-3,5,2,0,3,1,1,5,4,2021-02-06
virginia.panagiwtou,5,2,16,0,16,0,8,0,0,8,8,2021-02-04
lesmiserablesmband,2,1,-16,21,5,0,2,3,3,8,5,2021-02-03
Moummos_EmCi,5,2,5,1,6,0,8,0,0,8,8,2023-07-30
lousos17,5,2,1,0,1,0,8,0,0,8,8,2023-06-17
plakiasvagelis,5,2,5,0,5,0,8,0,0,8,8,2023-04-06
Anna_Vergou7691,5,2,3,1,4,0,8,0,0,8,8,2023-02-28
mariasiasiou96,4,1,8,0,8,0,6,0,2,8,6,2023-01-14
xatzitakis_t,5,2,5,2,7,0,8,0,0,8,8,2022-11-22
Tili68,5,2,0,2,2,0,8,0,0,8,8,2022-11-19
panoslek21,5,2,1,4,5,0,6,1,1,8,7,2021-12-17
VLman,4,1,4,1,5,0,7,0,1,8,7,2021-11-04
ziaba,4,1,2,2,4,0,5,0,3,8,5,2021-10-25
gio_se,5,2,6,1,7,1,7,0,1,8,7,2021-08-08
Thomas_Orkas33,5,2,7,4,11,0,8,0,0,8,8,2021-02-03
mcodrut94,5,2,5,2,7,0,8,0,0,8,8,2021-01-08
panos_let,5,2,6,2,8,0,8,0,0,8,8,2020-12-27
vaggelis19981,5,2,9,1,10,1,8,0,0,8,8,2020-12-17
alkatsaiti,4,1,2,2,4,0,0,0,0,0,0,2020-12-16
rigeas,5,2,11,1,12,1,8,0,0,8,8,2020-12-13
George_gxa,1,2,-57,72,15,1,6,1,1,8,7,2020-12-08
ecatodarcus,4,1,-6,8,2,0,8,0,0,8,8,2020-11-30
eliza.tomlinson.56,5,2,8,5,13,0,8,0,0,8,8,2020-10-02
Stefanos_Kolainis,5,2,15,4,19,0,7,0,0,7,7,2020-09-26
DJ_SoLit,5,2,10,4,14,0,7,0,1,8,7,2020-08-28
Giorgos_Vam,5,2,9,4,13,0,8,0,0,8,8,2020-08-25
Invincible Thanos,5,2,34,7,41,0,8,0,0,8,8,2020-08-24
d.tomeli,5,2,2,0,2,1,8,0,0,8,8,2022-08-30
Chris_Galanis3048,5,2,6,0,6,0,8,0,0,8,8,2022-07-11
Kok_Kok2951,5,2,7,1,8,0,8,0,0,8,8,2022-03-14
Στάθης αρμ,4,1,3,1,4,0,7,0,1,8,7,2022-01-20
captainyannis,5,2,9,0,9,0,5,0,1,6,5,2021-08-01
deliu.g,5,2,-23,28,5,0,8,0,0,8,8,2021-04-25
CHaralampos_Tasioulis,4,1,2,4,6,1,6,0,2,8,6,2021-04-19
Emmanouel_Kasemai,5,2,7,0,7,0,7,0,1,8,7,2021-03-28
chr. nikolo,5,2,15,1,16,0,8,0,0,8,8,2021-03-13
ggkountou,4,1,-3,9,6,0,6,0,2,8,6,2021-02-13
Makis Euthimiou,4,1,-8,15,7,1,7,0,1,8,7,2021-01-30
s.iacovidis,5,2,8,1,9,0,7,0,1,8,7,2021-01-25
Sakis_Cyber,5,2,-5,14,9,0,8,0,0,8,8,2021-01-22
giannis.lozos.3,4,1,-1,5,4,0,5,0,3,8,5,2021-01-21
kyriaki_nta,4,1,-4,11,7,1,6,0,2,8,6,2021-01-15
manos.romanias.5,5,2,32,2,34,0,8,0,0,8,8,2020-09-29
maria-varsaki102009,5,2,28,4,32,0,0,0,0,0,0,2020-09-21
FD8_Producption,4,1,0,0,0,1,5,0,3,8,5,2023-12-16
Elena_Karamfilidou,5,2,0,1,1,0,8,0,0,8,8,2023-07-12
konstance316,5,2,5,0,5,0,8,0,0,8,8,2023-05-28
iwannanana1,4,1,1,0,1,0,8,0,0,8,8,2023-05-23
Christofer Kolombos,5,2,9,0,9,0,7,0,1,8,7,2023-03-14
panosgamer27,5,2,3,0,3,1,7,0,1,8,7,2023-02-25
theodorakisvangelis2013,5,2,1,0,1,0,8,0,0,8,8,2022-11-26
DeputyGeorge,5,2,5,0,5,0,8,0,0,8,8,2022-09-08
Anastasia_02,5,2,3,0,3,0,8,0,0,8,8,2022-08-15
bagos207,5,2,5,0,5,1,8,0,0,8,8,2022-08-12
Apostolis_Alivanoglou,2,1,-9,10,1,0,2,2,4,8,4,2022-08-06
florans07,3,0,-11,11,0,1,4,2,2,8,6,2022-08-02
katsioneiro,5,2,6,0,6,0,8,0,0,8,8,2022-07-22
Alpha_Diekperaiwtikh,5,2,2,0,2,0,8,0,0,8,8,2022-07-17
cpt_fri3ndzone,5,2,8,0,8,0,8,0,0,8,8,2022-07-09
maria.drift,4,1,3,0,3,1,4,1,3,8,5,2022-06-25
Rafaela_Sto,5,2,2,0,2,0,8,0,0,8,8,2022-05-30
j.hatinoglou,3,0,-6,9,3,0,5,0,2,7,5,2022-05-24
mara78,4,1,1,2,3,0,6,0,2,8,6,2022-05-03
Iordanis_Papadopoulos91,5,2,5,0,5,0,7,0,1,8,7,2022-05-02
Thanos_Dulis,3,0,-1,3,2,0,2,1,4,7,3,2022-05-01
el_turopita,2,1,-7,8,1,0,2,1,5,8,3,2022-04-29
Greek_Gamer2,5,2,4,1,5,0,8,0,0,8,8,2022-04-20
nick_borisof,5,2,2,1,3,0,7,0,0,7,7,2022-04-16
anlimenas,2,1,-7,10,3,0,7,0,1,8,7,2022-04-16
Xristos_Gioupis11,3,0,0,3,3,0,4,2,2,8,6,2022-04-08
matinatsouk,5,2,5,0,5,0,8,0,0,8,8,2022-04-03
Kostas_Almpanis67,5,2,3,0,3,0,8,0,0,8,8,2024-02-04
IOANNISGLOBAL,2,1,3,2,5,0,6,0,2,8,6,2023-11-29
haris_Pao,5,2,6,0,6,0,8,0,0,8,8,2023-11-27
Bladbahas,5,2,8,0,8,0,8,0,0,8,8,2023-06-22
Anna_Mag91,2,1,-22,22,0,0,4,2,2,8,6,2023-06-09
filipp_teg,5,2,10,2,12,0,7,0,1,8,7,2023-05-27
George_Kampanis,5,2,1,1,2,0,7,0,1,8,7,2023-05-10
Michalis_Ca_,1,2,-43,48,5,0,2,3,3,8,5,2023-02-09
Leonidas@,5,2,6,2,8,0,8,0,0,8,8,2023-01-11
xatzitakis_t,5,2,5,1,6,0,8,0,0,8,8,2022-12-10
Tili68,5,2,7,1,8,0,8,0,0,8,8,2022-12-04
chrgate89,5,2,4,1,5,0,8,0,0,8,8,2022-12-02
bobo1704,5,2,4,1,5,0,8,0,0,8,8,2022-11-12
DIMITRIS_as_a,5,2,6,1,7,0,8,0,0,8,8,2022-10-09
Spiros__P,5,2,4,2,6,0,7,0,1,8,7,2022-10-02
thepidelta,4,1,4,1,5,0,8,0,0,8,8,2022-09-26
euripidis.gkemitzoglou,5,2,5,1,6,0,8,0,0,8,8,2022-08-23
veggos1978,5,2,1,1,2,0,8,0,0,8,8,2022-08-13
dimagr21,5,2,11,0,11,0,7,0,1,8,7,2022-08-06
Nikos_Zafeiriou90,5,2,12,0,12,0,8,0,0,8,8,2022-04-29
mike_2806,5,2,6,0,6,0,5,0,3,8,5,2022-04-27
Nikol_Panagiotidou,1,2,-39,49,10,0,6,1,1,8,7,2022-04-22
Stylianos_Tsalikis,5,2,9,2,11,0,8,0,0,8,8,2022-03-31
Panagiotis_Tsoulatis,5,2,15,2,17,0,8,0,0,8,8,2022-03-23
Filio_Xenariou,5,2,7,1,8,1,8,0,0,8,8,2022-03-22
Olympia_Ermidou,5,2,17,3,20,0,8,0,0,8,8,2022-03-05
Grigoris_Maroulis,5,2,10,4,14,0,8,0,0,8,8,2022-02-24
plt7,5,2,5,0,5,0,6,0,2,8,6,2023-06-14
zoromaska95,1,2,-3,50,47,0,3,2,3,8,5,2022-04-15
CHristos_Vlachos6615,5,2,11,1,12,0,8,0,0,8,8,2024-03-05
dionisis.pokeras,5,2,17,0,17,0,8,0,0,8,8,2024-02-25
babis.marantidis,4,1,-44,46,2,0,7,0,1,8,7,2024-02-11
Panos_te,5,2,18,0,18,0,8,0,0,8,8,2024-02-03
vasilisers,5,2,12,0,12,0,8,0,0,8,8,2024-01-07
theodorakisvangelis2013,5,2,16,0,16,0,8,0,0,8,8,2023-12-21
amaliageor,5,2,6,0,6,0,8,0,0,8,8,2023-12-08
stavrosfydanakis,4,1,-44,55,11,1,3,1,4,8,4,2023-10-29
sotiris_stratos,1,2,-41,51,10,0,6,1,1,8,7,2023-10-24
Μάριο Λαντζα,5,2,29,4,33,0,8,0,0,8,8,2023-09-18
vasilisasd133,5,2,22,5,27,1,8,0,0,8,8,2023-09-12
Manousos_Trikaminas,4,1,7,2,9,1,7,0,1,8,7,2023-09-07
Kyriakos_Darivas,3,0,0,8,8,0,7,0,1,8,7,2023-09-04
stamatinasitoklp,5,2,35,2,37,0,8,0,0,8,8,2023-08-12
alfacom11,1,2,-20,101,81,0,7,1,0,8,8,2023-07-22
nikoskaterina0706,5,2,27,8,35,0,8,0,0,8,8,2023-07-16
swaron,5,2,9,11,20,0,8,0,0,8,8,2023-07-15
Xristos_Kotsanis,5,2,1,2,3,0,8,0,0,8,8,2023-06-17
Perseas_Triantafyllou,4,1,0,0,0,0,4,0,4,8,4,2023-04-17
Madona_Matija,3,0,-4,5,1,1,2,0,5,7,2,2022-02-07
Billy-Bo,4,1,3,1,4,1,6,0,2,8,6,2022-01-25
sierraki,5,2,9,0,9,1,7,0,1,8,7,2021-12-20
panagiotispanag,1,2,-14,20,6,1,0,1,2,3,1,2021-11-30
Zoe_Pt,2,1,2,8,10,0,5,1,2,8,6,2020-12-31
Tzeni_Sab,3,0,-2,9,7,0,3,0,4,7,3,2020-11-13
nefy,4,1,1,6,7,0,8,0,0,8,8,2020-09-04
Hlias_Nolcyc,4,1,20,0,20,1,8,0,0,8,8,2020-08-20
Ilias_Anthopoulos,2,1,-10,19,9,0,2,3,3,8,5,2020-06-28
SAINT,5,2,2,0,2,1,4,1,1,6,5,2024-01-05
antonis_Liakopoulos6242,5,2,2,0,2,1,5,2,1,8,7,2023-11-23
Ian_Masou,4,1,2,0,2,1,5,2,1,8,7,2023-09-19
mecanik_2007,4,1,5,0,5,1,4,1,1,6,5,2023-06-20
orfnat,1,2,-2,5,3,1,0,8,0,8,8,2023-06-07
Katerina_Megali,5,2,3,1,4,1,8,0,0,8,8,2023-05-23
jennifer3,4,1,3,1,4,1,2,2,4,8,4,2023-05-09
jennifer3,5,2,2,1,3,0,2,2,4,8,4,2023-04-14
Alexandros_Vasileiou12,3,0,-14,14,0,1,0,3,1,4,3,2023-03-14
Alex_Atrion,5,2,8,1,9,1,5,0,1,6,5,2022-12-16
Keathanasiou,4,1,12,1,13,1,5,0,1,6,5,2022-05-20
lkpx,5,2,11,1,12,0,4,0,0,4,4,2022-04-14
Maria_Toptsi4469,4,1,6,0,6,1,3,2,1,6,5,2022-01-11
Danae_Fede,3,0,19,2,21,1,2,4,2,8,6,2021-11-23
Iliana_Levaki,3,0,9,1,10,1,4,3,1,8,7,2021-09-16
Obliviousme,1,2,-9,16,7,1,0,2,1,3,2,2021-08-02
bandito,4,1,29,0,29,1,1,0,1,2,1,2021-03-09
fountes.giorgos81,1,2,-7,14,7,1,0,7,1,8,7,2020-07-31
dimis_sta,4,1,20,0,20,0,5,0,1,6,5,2020-05-28
george_kas,5,2,43,5,48,0,4,0,0,4,4,2020-05-14
kontinosd,4,1,16,0,16,1,4,3,1,8,7,2020-03-25
Dani_Rantaki,4,1,22,0,22,1,4,2,2,8,6,2019-12-15
SAINT,5,2,4,0,4,1,4,1,1,6,5,2024-01-05
orfnat,1,2,-4,7,3,1,0,8,0,8,8,2023-06-07
Iliana_Levaki,3,0,8,2,10,1,4,3,1,8,7,2021-09-16
bandito,4,1,30,0,30,1,1,0,1,2,1,2021-03-09
george_kas,5,2,43,6,49,0,4,0,0,4,4,2020-05-14
george_kas,5,2,44,5,49,0,4,0,0,4,4,2020-05-14
Kelly_Dimitriou,5,2,1,0,1,1,4,0,0,4,4,2023-11-14
gavros_77,3,0,5,0,5,1,3,2,3,8,5,2023-09-25
Konstantinos_Stavroulakis,5,2,5,0,5,0,6,0,2,8,6,2023-08-02
mastranton0165,5,2,4,0,4,0,8,0,0,8,8,2023-07-28
caro,1,2,-2,2,0,0,0,5,3,8,5,2020-12-27
2104021378Kd,2,1,0,0,0,1,5,0,3,8,5,2021-08-03
GEO.BRA,5,2,1,0,1,1,4,1,1,6,5,2023-04-21
stelios-aek,2,1,3,0,3,0,0,3,2,5,3,2022-09-07
alkisno1,1,2,0,1,1,0,0,7,1,8,7,2022-01-02
Art_by_Rafaela,1,2,2,0,2,0,0,8,0,8,8,2020-11-19
θείος Αντρέας,1,2,2,1,3,0,1,5,0,6,6,2020-01-31
Areti Belka,5,2,-1,2,1,0,4,0,0,4,4,2019-05-17
george150,3,0,-2,3,1,0,2,0,3,5,2,2019-04-27
@ntonius,1,2,-1,1,0,0,2,3,3,8,5,2021-08-26
john_nas,1,2,5,1,6,0,0,5,3,8,5,2020-01-05
Panos Adam,5,2,3,2,5,1,3,2,2,7,5,2018-02-07
Irene_Skoula,4,1,0,0,0,1,4,0,1,5,4,2022-01-10
asos,5,2,0,0,0,1,6,0,2,8,6,2023-12-26
The Truth,1,2,3,0,3,1,1,5,2,8,6,2023-10-18
Nikos_Tm3,5,2,0,0,0,1,3,0,0,3,3,2023-10-03
AngelDi,4,1,2,0,2,1,2,0,2,4,2,2023-07-12
rayman13,1,2,2,0,2,1,2,6,0,8,8,2023-06-18
Maria_Patsatzoglou4458,4,1,0,0,0,1,5,2,1,8,7,2023-05-16
papadakisn,5,2,3,0,3,1,4,2,1,7,6,2022-12-02
SOTOS!,3,0,2,0,2,1,3,1,1,5,4,2022-11-18
Ninjakias_streamer,4,1,1,0,1,1,3,2,3,8,5,2022-10-04
Maria_Liandri,5,2,2,0,2,1,5,0,0,5,5,2022-05-23
Ifigeneia_Giatrakou,2,1,1,3,4,0,0,2,1,3,2,2022-03-02
kostaris,4,1,2,0,2,1,5,0,0,5,5,2021-10-08
mariakapellaki,4,1,1,2,3,1,5,1,2,8,6,2021-10-01
spirosthirio89,5,2,1,0,1,0,0,4,4,8,4,2021-03-10
Spidey1,5,2,10,0,10,1,6,0,0,6,6,2021-02-04
gml,4,1,4,0,4,0,2,2,3,7,4,2021-01-31
The Truth,1,2,4,0,4,1,1,5,2,8,6,2023-10-18
AngelDi,4,1,3,0,3,1,2,0,2,4,2,2023-07-12
rayman13,1,2,3,0,3,1,2,6,0,8,8,2023-06-18
manosvazelos,4,1,-1,2,1,1,1,0,1,2,1,2021-12-15
giota_giotaki68,4,1,5,0,5,0,3,2,3,8,5,2021-07-28
snodara,4,1,3,0,3,1,4,1,3,8,5,2021-05-18
akiskod,5,2,1,0,1,0,6,0,1,7,6,2020-08-08
ΜΑΡΚΟΣΠ50,4,1,0,0,0,1,6,0,2,8,6,2023-02-18
Kostas_Beretzikis,5,2,0,0,0,1,4,0,4,8,4,2024-01-05
LEOPARD_craze,5,2,1,0,1,0,6,2,0,8,8,2023-06-05
jdskarts,5,2,3,0,3,0,6,1,0,7,7,2022-06-03
lefteris3210,4,1,1,2,3,0,1,3,4,8,4,2020-12-09
ARIS_KAMAKARIS,4,1,3,1,4,1,4,0,3,7,4,2018-06-05
michalisdaskalakis73,1,2,-2,10,8,0,0,0,0,0,0,2018-05-24
ioan_moulis1,4,1,2,0,2,0,4,0,4,8,4,2024-01-05
Fotis_Gratsanis,5,2,1,0,1,0,7,0,1,8,7,2023-08-11
platwn95,3,0,-1,5,4,1,4,1,3,8,5,2023-06-28
Andreas_Kalligeros,5,2,1,1,2,1,6,0,2,8,6,2023-03-21
d.chorianopoulos,5,2,20,0,20,1,8,0,0,8,8,2022-12-20
kontoytskas,5,2,10,0,10,0,6,0,2,8,6,2022-10-21
KKostas_Koutis,4,1,8,1,9,0,8,0,0,8,8,2022-10-08
Manos_Bekhs,4,1,-8,9,1,0,3,1,4,8,4,2022-09-30
Kostas_markopoylos,4,1,-10,10,0,1,5,0,3,8,5,2022-09-28
Dello83,4,1,10,1,11,0,5,0,3,8,5,2022-09-18
kostasg-7,5,2,10,2,12,1,8,0,0,8,8,2022-09-13
Man93,5,2,13,0,13,0,8,0,0,8,8,2022-09-04
csvroom,5,2,25,1,26,1,8,0,0,8,8,2022-07-05
GIANNIS_MINASIDIS,5,2,6,2,8,1,6,0,2,8,6,2022-06-29
John_Stalikas,5,2,19,1,20,0,7,0,1,8,7,2022-05-24
kspilio1,5,2,11,2,13,1,8,0,0,8,8,2022-05-12
EFRAIM_MOURTZAKIS,5,2,12,4,16,1,8,0,0,8,8,2022-04-27
xxniro52,5,2,18,1,19,0,8,0,0,8,8,2022-04-15
Sp007,5,2,10,3,13,1,8,0,0,8,8,2022-03-12
V__S_16,5,2,5,2,7,0,8,0,0,8,8,2022-02-25
Jimmy365,5,2,3,0,3,0,8,0,0,8,8,2023-10-31
g770,1,2,12,4,16,0,1,1,6,8,2,2023-08-03
Mimis krem,4,1,2,0,2,0,6,0,2,8,6,2023-05-18
nalexakis94,5,2,11,1,12,0,7,0,1,8,7,2022-12-27
g770,1,2,13,4,17,0,1,1,6,8,2,2023-08-03
Stairo_magic,5,2,8,0,8,1,8,0,0,8,8,2024-03-09
d_Mitsos_b,5,2,6,0,6,1,6,0,2,8,6,2024-03-03
nikos.sarlacher,5,2,6,1,7,1,7,0,1,8,7,2024-02-16
Foteini_Kanellopoulou1128,5,2,6,1,7,1,7,0,0,7,7,2024-01-16
thanasis.p,5,2,5,0,5,1,7,0,1,8,7,2023-12-29
Nikos_Konstantinou33,5,2,-15,22,7,0,8,0,0,8,8,2023-11-11
Vag_Paras,5,2,8,1,9,0,5,0,3,8,5,2023-09-03
manolis_anastsaskis,2,1,-91,96,5,0,4,2,2,8,6,2023-09-01
Greg_Bark,5,2,22,0,22,0,6,0,1,7,6,2023-08-25
inkoukoulis,4,1,8,0,8,0,7,0,1,8,7,2023-08-14
Shagrath20,5,2,7,1,8,1,6,0,2,8,6,2023-07-18
giannis_katsios,5,2,10,0,10,0,6,0,2,8,6,2023-06-23
dkotsio,4,1,4,3,7,1,7,0,0,7,7,2023-04-18
ZauZ,5,2,5,1,6,0,6,0,2,8,6,2023-04-03
zisis.,5,2,7,0,7,0,8,0,0,8,8,2023-03-22
miltiadis.rigopoulos,5,2,26,3,29,1,8,0,0,8,8,2023-03-11
dalikerman,5,2,9,1,10,0,8,0,0,8,8,2023-03-04
Krs_Gt,5,2,9,0,9,0,8,0,0,8,8,2022-12-25
Stairo_magic,5,2,4,0,4,1,8,0,0,8,8,2024-03-09
d_Mitsos_b,5,2,3,0,3,1,6,0,2,8,6,2024-03-03
nikos.sarlacher,5,2,4,1,5,1,7,0,1,8,7,2024-02-16
Foteini_Kanellopoulou1128,5,2,4,1,5,1,7,0,0,7,7,2024-01-16
thanasis.p,5,2,4,0,4,1,7,0,1,8,7,2023-12-29
Nikos_Konstantinou33,5,2,-14,20,6,0,8,0,0,8,8,2023-11-11
manolis_anastsaskis,2,1,-88,93,5,0,4,2,2,8,6,2023-09-01
miltiadis.rigopoulos,5,2,25,3,28,1,8,0,0,8,8,2023-03-11
Stairo_magic,5,2,7,0,7,1,8,0,0,8,8,2024-03-09
d_Mitsos_b,5,2,4,0,4,1,6,0,2,8,6,2024-03-03
nikos.sarlacher,5,2,5,1,6,1,7,0,1,8,7,2024-02-16
Foteini_Kanellopoulou1128,5,2,5,1,6,1,7,0,0,7,7,2024-01-16
Nikos_Konstantinou33,5,2,-14,21,7,0,8,0,0,8,8,2023-11-11
sedzinfo,5,2,6,3,9,1,8,0,0,8,8,2022-12-04
constantine#,5,2,14,2,16,0,8,0,0,8,8,2022-07-16
Sp007,4,1,29,2,31,0,5,0,3,8,5,2022-07-14
George Tsamp,5,2,5,0,5,0,8,0,0,8,8,2023-12-03
John_Arditsoglou,5,2,2,1,3,0,8,0,0,8,8,2023-10-12
GIORGOS LITSAS,5,2,1,1,2,0,8,0,0,8,8,2023-07-09
AlexDfx,5,2,12,3,15,0,8,0,0,8,8,2023-03-09
savvasko,5,2,12,3,15,1,8,0,0,8,8,2022-12-05
MotoGP_RepsolRcv1000cc28,5,2,11,0,11,0,7,0,0,7,7,2022-11-15
George_K_84,4,1,1,1,2,1,5,0,3,8,5,2024-03-09
Panos_Karageorge46,5,2,6,0,6,0,8,0,0,8,8,2024-03-05
alexpap23ru,5,2,2,0,2,1,6,0,2,8,6,2024-02-23
Theofilos_Efstathiadis,4,1,2,1,3,1,4,0,4,8,4,2024-02-15
Christos_P53,5,2,19,0,19,0,7,0,1,8,7,2024-01-04
Vasilis_Souliotis1502,4,1,2,1,3,1,8,0,0,8,8,2024-01-03
jetakis,5,2,10,0,10,0,8,0,0,8,8,2023-12-21
fotgan20,1,2,-30,33,3,0,1,3,3,7,4,2023-12-08
maki_delpi,5,2,20,0,20,0,8,0,0,8,8,2023-11-13
DIMITRIS_MASOURAS,5,2,12,1,13,0,8,0,0,8,8,2023-11-05
kostas1098fotiadis,5,2,15,1,16,0,7,0,1,8,7,2023-11-04
Gastone6225,5,2,14,0,14,1,8,0,0,8,8,2023-11-03
Steve_ThorogoodRockers,4,1,-1,8,7,0,3,0,4,7,3,2023-10-22
gianna g,5,2,6,2,8,0,8,0,0,8,8,2023-09-15
doc north,4,1,9,2,11,1,7,0,1,8,7,2023-09-12
Antonios_Giakoumis,5,2,8,0,8,0,8,0,0,8,8,2023-09-02
plentas,5,2,12,1,13,0,8,0,0,8,8,2023-08-25
tispoula29,4,1,6,5,11,1,8,0,0,8,8,2023-08-09
Thomas_Sotirakos,5,2,3,8,11,1,8,0,0,8,8,2023-07-04
martios3,5,2,-20,33,13,0,8,0,0,8,8,2023-06-29
George_K_84,4,1,0,1,1,1,5,0,3,8,5,2024-03-09
Panos_Karageorge46,5,2,5,0,5,0,8,0,0,8,8,2024-03-05
jetakis,5,2,9,0,9,0,8,0,0,8,8,2023-12-21
fotgan20,1,2,-31,33,2,0,1,3,3,7,4,2023-12-08
Panagiotis_Giaourtsis,5,2,3,0,3,0,8,0,0,8,8,2024-03-12
Marianna_Ps,5,2,3,0,3,0,8,0,0,8,8,2024-03-06
Agathi_T_,3,0,-6,7,1,0,2,1,5,8,3,2024-02-27
[email protected],5,2,3,0,3,0,8,0,0,8,8,2024-02-23
NickGreek!!!,5,2,7,0,7,0,8,0,0,8,8,2024-02-16
ntinos_mark,5,2,6,0,6,0,8,0,0,8,8,2024-02-13
pan8rax,4,1,-5,8,3,0,5,0,3,8,5,2024-01-31
teomanousos,5,2,4,0,4,0,8,0,0,8,8,2024-01-30
Zacharias_Drygiannakis,5,2,31,2,33,0,8,0,0,8,8,2024-01-30
Dante_Inferno,3,0,-23,29,6,0,3,1,4,8,4,2024-01-23
lilaftpl,5,2,9,1,10,1,8,0,0,8,8,2024-01-16
Panos_101,5,2,6,0,6,0,8,0,0,8,8,2024-01-02
thanosthanos80,4,1,5,0,5,0,5,0,3,8,5,2023-12-23
val_bak,5,2,5,0,5,0,8,0,0,8,8,2023-12-08
m_pl,3,0,-20,23,3,0,6,0,1,7,6,2023-12-06
john272727t,5,2,17,0,17,0,8,0,0,8,8,2023-11-29
Vasilis_ntza,5,2,-1,4,3,1,6,0,2,8,6,2023-11-28
MARK_M_,5,2,9,1,10,0,8,0,0,8,8,2023-11-24
vls_bell,5,2,25,1,26,0,8,0,0,8,8,2023-11-06
Panos_Chatzidakis,5,2,11,0,11,0,8,0,0,8,8,2023-11-05
Giannis_Raptis,5,2,1,1,2,1,8,0,0,8,8,2024-02-24
gotzoς,5,2,4,0,4,0,8,0,0,8,8,2024-02-16
nekanastopoulos,5,2,-3,4,1,1,8,0,0,8,8,2024-01-16
Konstantinos_Papadopoulos6842,1,2,7,1,8,0,0,7,1,8,7,2023-08-14
j__san,5,2,8,0,8,1,7,0,0,7,7,2023-07-04
nekanastopoulos,5,2,-2,4,2,1,8,0,0,8,8,2024-01-16
Alexandros Nousias,3,0,1,0,1,0,5,0,3,8,5,2024-01-04
Sofia Pavlakou,5,2,7,0,7,1,6,0,2,8,6,2023-05-09
christospap22,5,2,16,0,16,0,4,2,2,8,6,2022-12-13
Yiorgos_Nikos_Pandazis,5,2,3,0,3,1,7,0,1,8,7,2024-01-30
teogin,5,2,7,0,7,1,7,0,1,8,7,2024-01-07
Jim Papis 70,4,1,3,0,3,1,1,0,3,4,1,2023-09-19
ioannis.ker,4,1,7,0,7,1,2,0,6,8,2,2023-05-30
periklas723,4,1,5,1,6,1,2,0,6,8,2,2023-05-10
Nikos_Verros,3,0,8,5,13,0,3,2,3,8,5,2022-07-05
katsarolis02,2,1,-1,1,0,0,4,2,2,8,6,2022-12-07
Alexandros_Ps4,5,2,1,2,3,0,8,0,0,8,8,2022-06-22
Vasilis_Gavalas,2,1,-5,10,5,1,3,2,2,7,5,2022-06-21
gxhros_otenet_gr,5,2,5,1,6,0,6,0,2,8,6,2022-03-29
fedon_galanos,5,2,5,1,6,0,8,0,0,8,8,2022-03-03
blancberger,4,1,2,2,4,1,5,0,3,8,5,2024-02-10
Stylianos_Chaidakis,3,0,-2,5,3,0,4,1,3,8,5,2024-01-20
byte12.com,5,2,6,0,6,1,8,0,0,8,8,2024-01-03
tasos theodorakakos,5,2,2,0,2,0,6,0,2,8,6,2023-12-28
samatas2010,5,2,7,0,7,0,7,0,1,8,7,2023-12-23
blancberger,4,1,2,1,3,1,5,0,3,8,5,2024-02-10
Stylianos_Chaidakis,3,0,-1,4,3,0,4,1,3,8,5,2024-01-20
byte12.com,5,2,5,0,5,1,8,0,0,8,8,2024-01-03
xara_george,2,1,0,0,0,0,1,2,5,8,3,2024-01-14
Lazaros_71838,5,2,0,2,2,0,6,0,2,8,6,2023-06-17
Mary_Pol,5,2,7,3,10,0,8,0,0,8,8,2022-11-25
tasos_charalampidis,2,1,-1,12,11,0,1,2,5,8,3,2022-10-23
Vogias d,1,2,-7,17,10,1,4,1,3,8,5,2022-10-20
afro_afro1182,1,2,16,6,22,0,8,0,0,8,8,2022-09-14
Konstantinos_Bogiatzakis,5,2,0,2,2,1,7,0,1,8,7,2023-11-29
astrahan9,5,2,1,0,1,1,7,0,1,8,7,2023-10-24
george_nafplio,2,1,0,0,0,0,1,2,5,8,3,2023-10-14
mike_papas61,3,0,1,2,3,0,5,1,2,8,6,2023-09-26
Giannhs_Panagiotopoylos,1,2,20,3,23,0,1,3,4,8,4,2023-09-14
KKokkos,4,1,1,5,6,1,7,0,1,8,7,2023-09-03
galamar,4,1,2,3,5,1,7,0,1,8,7,2023-07-26
Victor_Batino,5,2,6,1,7,1,8,0,0,8,8,2023-05-30
Filippos_Kanat,5,2,6,5,11,1,8,0,0,8,8,2023-05-12
Christos_Panagiotakis,5,2,12,2,14,1,8,0,0,8,8,2023-05-05
